Price,Close,High,Low,Open,Volume,Return_1d,Return_5d,Volatility_5d,Lag1,Lag5,Target
2014-03-26,16.84284019470215,17.130534061098455,16.814134298984776,17.053150125220853,299768000,-0.009559287761951474,0.016037411075861874,0.009761848284274847,0.010756565839213916,-0.0002631880446370971,1
2014-03-27,16.770444869995117,16.89650681590267,16.69743032684871,16.850325096532217,222031600,-0.004298284842113698,0.01656909924845351,0.009656775031433513,-0.009559287761951474,-0.004819058910271123,1
2014-03-28,16.751724243164062,16.81662662132499,16.670284231786994,16.79728105663271,200564000,-0.0011162868353330468,0.007487621100424446,0.009431129034955162,-0.004298284842113698,0.007887635816956173,0
2014-03-31,16.74797821044922,16.874975010764288,16.72270183276182,16.825673742707743,168669200,-0.000223620724676854,-0.004543895737879944,0.0074650971573076985,-0.0011162868353330468,0.01186011284256705,0
2014-04-01,16.901185989379883,16.908051672707057,16.74891446517996,16.77980504086826,200760000,0.009147837249697144,-0.006128271984999101,0.006846799034870812,-0.000223620724676854,0.010756565839213916,0
2014-04-02,16.929271697998047,16.95829088030359,16.857816919194818,16.923967456739373,180420800,0.00166175963247861,0.0051316465807877965,0.005021629259389023,0.009147837249697144,-0.009559287761951474,0
2014-04-03,16.811948776245117,16.92771221898513,16.776065575166626,16.89307717272054,162344000,-0.006930181276894709,0.0024748244051806534,0.005798233917723281,0.00166175963247861,-0.004298284842113698,0
2014-04-04,16.594459533691406,16.84970132963191,16.555768405588445,16.843773844807107,275251200,-0.012936587271846656,-0.009387971482209156,0.008435793663646062,-0.006930181276894709,-0.0011162868353330468,0
2014-04-07,16.333911895751953,16.56575201886716,16.284612291066637,16.47588655842012,289850400,-0.015700881213423612,-0.024723361201827054,0.010316885535278777,-0.012936587271846656,-0.000223620724676854,0
2014-04-08,16.33297348022461,16.41659814979888,16.185069699026883,16.387578979658862,243888400,-5.745197680340208e-05,-0.03361968263720183,0.007647931060882514,-0.015700881213423612,0.009147837249697144,0
2014-04-09,16.547658920288086,16.552963161857033,16.288672618309928,16.308018185502487,206169600,0.013144296127304056,-0.022541594494882355,0.011549879554272153,-5.745197680340208e-05,0.00166175963247861,0
2014-04-10,16.334226608276367,16.607565810639873,16.32455299314154,16.558887779338683,239652000,-0.012898036697507886,-0.028415633090897785,0.012156714916831115,0.013144296127304056,-0.006930181276894709,1
2014-04-11,16.21347427368164,16.313948246263212,16.136401956299892,16.19443866110971,271717600,-0.007392595773928035,-0.022958582003605454,0.0115691241881274,-0.012898036697507886,-0.012936587271846656,1
2014-04-14,16.278060913085938,16.293037102072578,16.138582550785646,16.28492493027031,205674000,0.003983516321923508,-0.003419326798287714,0.010094305526834971,-0.007392595773928035,-0.015700881213423612,1
2014-04-15,16.161977767944336,16.276804614235733,15.95510080503836,16.234057418620445,266490000,-0.007131263715095315,-0.01046935590064535,0.01047988592581475,0.003983516321923508,-5.745197680340208e-05,1
2014-04-16,16.194746017456055,16.259648383845633,16.042786126098587,16.164790310001845,214765600,0.0020274900746808378,-0.021327059285670025,0.007073871342339251,-0.007131263715095315,0.013144296127304056,1
2014-04-17,16.379779815673828,16.467773874787323,16.200673810835955,16.225636900857925,284334400,0.011425544927862852,0.002788819360102446,0.007973876643356314,0.0020274900746808378,-0.012898036697507886,1
2014-04-21,16.574176788330078,16.60444245162793,16.349200691340414,16.392261187960635,182548800,0.011868106582863192,0.022247083417151536,0.007808604056170332,0.011425544927862852,-0.007392595773928035,1
2014-04-22,16.590721130371094,16.594777217490815,16.428464314153704,16.484941244545862,202563200,0.0009981999258428242,0.01920746082439151,0.00796430483670224,0.011868106582863192,0.003983516321923508,1
2014-04-23,16.37385368347168,16.572930176763272,16.364491690726542,16.508339425819614,394940000,-0.013071610642795717,0.013109528955520533,0.010152200254377703,0.0009981999258428242,-0.007131263715095315,1
2014-04-24,17.716217041015625,17.78580042573188,17.496546781491702,17.729946744691198,759911600,0.08198212732894827,0.09394843376485196,0.036834058136773526,-0.013071610642795717,0.0020274900746808378,1
2014-04-25,17.846328735351562,17.847886845359504,17.59732775823238,17.61511187588451,390275200,0.007344214288790285,0.08953410462052691,0.037078329864687044,0.08198212732894827,0.011425544927862852,1
2014-04-28,18.5374813079834,18.58927889301501,17.86536419008518,17.87316640650953,669485600,0.03872799738708954,0.11845562797638842,0.03793551347055726,0.007344214288790285,0.011868106582863192,1
2014-04-29,18.482561111450195,18.59645313224719,18.39456871443295,18.526558143172814,337377600,-0.0029626568799048236,0.1140300030488659,0.03855129545205542,0.03872799738708954,0.0009981999258428242,1
2014-04-30,18.41266441345215,18.70410264425872,18.403615710320548,18.492233009608274,456640800,-0.0037817647444295943,0.12451624213782453,0.036587990980346916,-0.0029626568799048236,-0.013071610642795717,1
2014-05-01,18.456035614013672,18.559629085735217,18.296275200051724,18.47225995312219,244048000,0.002355509207556006,0.041759398820033544,0.01757073761760205,-0.0037817647444295943,0.08198212732894827,0
2014-05-02,18.4903621673584,18.540913261740076,18.4008099912919,18.482874906206035,191514400,0.0018599093577096326,0.03608772658833059,0.017817625475624075,0.002355509207556006,0.007344214288790285,0
2014-05-05,18.75183868408203,18.75308850470431,18.40985276684977,18.41422213974525,287067200,0.014141232841032414,0.011563457437247182,0.007160524718526273,0.0018599093577096326,0.03872799738708954,0
2014-05-06,18.54746437072754,18.859494666135024,18.54746437072754,18.778054667380136,374564400,-0.010898894598958986,0.003511594463882828,0.009210961095919673,0.014141232841032414,-0.0029626568799048236,1
2014-05-07,18.482561111450195,18.637328944349456,18.339026669613812,18.57367472808779,282864400,-0.003499306319184936,0.0037961207801615604,0.009177136465850078,-0.010898894598958986,-0.0037817647444295943,1
2014-05-08,18.44961166381836,18.651055144106707,18.39972167533847,18.457769142789207,230297200,-0.0017827317022327538,-0.0003480677177732927,0.009187443124734119,-0.003499306319184936,0.002355509207556006,1
2014-05-09,18.372737884521484,18.395015109012363,18.20925985590467,18.341359741856248,291597600,-0.0041666882044802955,-0.006361383393807207,0.0092714762445544,-0.0017827317022327538,0.0018599093577096326,1
2014-05-12,18.601484298706055,18.62752690759732,18.43110386893838,18.43392915936954,213208800,0.012450317183117399,-0.00801811427183452,0.008574779707206283,-0.0041666882044802955,0.014141232841032414,1
2014-05-13,18.630666732788086,18.65514085678257,18.534653764052187,18.575442853552335,159737200,0.00156882287528326,0.004485915723976941,0.0068205284671563685,0.012450317183117399,-0.010898894598958986,1
2014-05-14,18.634113311767578,18.744876076284577,18.567279953160185,18.588930455710333,166404000,0.0001849949349062019,0.008199740252637033,0.0064112632332386996,0.00156882287528326,-0.003499306319184936,1
2014-05-15,18.475658416748047,18.71977454885612,18.4511842986001,18.660158579857054,230846000,-0.00850348456985428,0.0014117778414148852,0.007853434896677992,0.0001849949349062019,-0.0017827317022327538,1
2014-05-16,18.74832534790039,18.748952072882503,18.368344002129653,18.469692469824807,276256400,0.01475817126523471,0.020442650721933298,0.00953816043907353,-0.00850348456985428,-0.0041666882044802955,1
2014-05-19,18.970483779907227,19.056457404863107,18.74268258021661,18.758999219651272,317755200,0.01184950804321927,0.01983709876457751,0.009409450112153817,0.01475817126523471,0.012450317183117399,1
2014-05-20,18.97425079345703,19.02727778151986,18.84936824831754,18.9679751623644,234836000,0.00019857235026310427,0.01844185533437037,0.009516274152271905,0.01184950804321927,0.00156882287528326,1
2014-05-21,19.024450302124023,19.036686523467225,18.89109693889881,18.946634168117697,196859600,0.002645664865160491,0.020947441062835193,0.009351407956567708,0.00019857235026310427,0.0001849949349062019,1
2014-05-22,19.054576873779297,19.135531682758053,18.955111884300035,19.03355476492733,200760000,0.001583571203206402,0.03133411778745954,0.006616661385876167,0.002645664865160491,-0.00850348456985428,1
2014-05-23,19.269821166992188,19.288648056059042,19.029470414979812,19.053944532898942,232209600,0.011296199051739952,0.027815594695245638,0.005601380937766084,0.001583571203206402,0.01475817126523471,1
2014-05-27,19.63067054748535,19.637886267845293,19.316895634685157,19.324739756144723,348866000,0.018726140599128804,0.034800734406012834,0.007912910110469002,0.011296199051739952,0.01184950804321927,1
2014-05-28,19.579832077026367,19.76244872568526,19.572614683394924,19.642900065582907,315481600,-0.0025897470153151136,0.0319159523167134,0.008573100450206027,0.018726140599128804,0.00019857235026310427,1
2014-05-29,19.93659019470215,19.98334321430994,19.69780794466656,19.700318196400342,376474000,0.018220693429458867,0.04794566350630847,0.00965940570439683,-0.0025897470153151136,0.002645664865160491,1
2014-05-30,19.861921310424805,20.212406562743762,19.73327336702558,20.018180359103226,564020800,-0.00374531871037731,0.042370105722813634,0.01095153847744002,0.018220693429458867,0.001583571203206402,1
2014-06-02,19.725421905517578,19.91933467432935,19.532450900096737,19.892036941876803,369350800,-0.0068724169617760955,0.023643226087941116,0.012628489291195812,-0.00374531871037731,0.011296199051739952,1
2014-06-03,20.004365921020508,20.04201969816645,19.712870051491652,19.719459043558313,292709200,0.014141345966592667,0.019036302027035212,0.011473406675862125,-0.0068724169617760955,0.018726140599128804,1
2014-06-04,20.232799530029297,20.329129213666597,19.959502070968828,20.001234600173024,335482000,0.011419187686861454,0.03334898125960328,0.011221221823552289,0.014141345966592667,-0.0025897470153151136,1
2014-06-05,20.31217384338379,20.3755568494078,20.163445646560213,20.2760902385637,303805600,0.003923051441135694,0.018838911018066007,0.009162959647914424,0.011419187686861454,0.018220693429458867,0
2014-06-06,20.256322860717773,20.43486239691417,20.221809417562824,20.3921881231045,349938400,-0.002749630989605123,0.01985717011606325,0.008967445284496087,0.003923051441135694,-0.00374531871037731,0
2014-06-09,20.580461502075195,20.619997142114524,20.15216013142915,20.36081942979804,301660000,0.016001850068553702,0.04334708786727881,0.007812101674775094,-0.002749630989605123,-0.0068724169617760955,0
2014-06-10,20.70126724243164,20.87698158693243,20.551910552326824,20.80669618427935,251108000,0.005869923779127317,0.03483746119035103,0.007181663043289592,0.016001850068553702,0.014141345966592667,0
2014-06-11,20.615596771240234,20.81327489216893,20.52993653146036,20.67489936965117,182724000,-0.004138416754304153,0.018919637919744714,0.008048280247727012,0.005869923779127317,0.011419187686861454,0
2014-06-12,20.270761489868164,20.672706774030473,20.185101239241515,20.655135010892813,218996000,-0.016726912405132577,-0.002038794756038076,0.012189996241932,-0.004138416754304153,0.003923051441135694,0
2014-06-13,20.048921585083008,20.303707110620447,19.961064449527495,20.25099182384585,218100000,-0.010943836761931114,-0.010238841326772552,0.013109619688010393,-0.016726912405132577,-0.002749630989605123,0
2014-06-16,20.250991821289062,20.371795592129576,20.08626032054408,20.099439980103806,142244000,0.010078858124538792,-0.016008857758263106,0.01120728206282225,-0.010943836761931114,0.016001850068553702,0
2014-06-17,20.224639892578125,20.360816887918332,20.16314038813599,20.2751566244831,118904000,-0.0013012660783969787,-0.023024066317861247,0.01017189326502749,0.010078858124538792,0.005869923779127317,0
2014-06-18,20.24660301208496,20.270763770183265,20.064299719428927,20.2663699910368,134056000,0.0010859584953548662,-0.01789876680504532,0.010495164094211371,-0.0013012660783969787,-0.004138416754304153,0
2014-06-19,20.17631721496582,20.272960245383693,20.06210241979275,20.27076335585536,142112000,-0.0034714859118434305,-0.004659137987961137,0.007617923469589441,0.0010859584953548662,-0.016726912405132577,0
2014-06-20,19.967653274536133,20.32786598891093,19.96545638552272,20.174115596943185,403592000,-0.010342023185227811,-0.004053500344245009,0.007421997774130058,-0.0034714859118434305,-0.010943836761931114,1
2014-06-23,19.950082778930664,20.123600155815854,19.89956438283075,20.05770688711778,174776000,-0.0008799479520147369,-0.014858978020131586,0.004421575315635597,-0.010342023185227811,0.010078858124538792,1
2014-06-24,19.829282760620117,20.14995993239356,19.809515781714676,19.93251478575497,156144000,-0.0060551136378302894,-0.019548290306177107,0.004480597331263286,-0.0008799479520147369,-0.0013012660783969787,1
2014-06-25,19.846845626831055,19.921523081304535,19.690900052134964,19.8138990010254,147476000,0.0008857035538278879,-0.019744417619849353,0.00442507458132425,-0.0060551136378302894,0.0010859584953548662,1
2014-06-26,19.965456008911133,19.998402640549553,19.72385016978822,19.849046029425978,130516000,0.0059762838039980615,-0.010450926390980886,0.006308758617551594,0.0008857035538278879,-0.0034714859118434305,1
2014-06-27,20.202674865722656,20.207066969044384,19.936906532025834,19.947889303933735,256116000,0.011881464500768102,0.011770115794540459,0.006841431337660274,0.0059762838039980615,-0.010342023185227811,1
2014-06-30,20.411333084106445,20.587047371248453,20.226832915033775,20.22902980445035,197929200,0.010328247114337108,0.023120220115723455,0.007332361268692018,0.011881464500768102,-0.0008799479520147369,1
2014-07-01,20.540918350219727,20.661722116088622,20.455258107416476,20.540918350219727,152892000,0.006348691953598218,0.035888115480045446,0.004293232956440485,0.010328247114337108,-0.0060551136378302894,1
2014-07-02,20.532135009765625,20.659526096904308,20.44647308761987,20.617795256175896,113860000,-0.0004276021307493272,0.03452888160767098,0.004779851870280594,0.006348691953598218,0.0008857035538278879,1
2014-07-03,20.652938842773438,20.668313717121897,20.47063556425913,20.57386758162833,91567200,0.005883646924703889,0.03443361541832357,0.004784124316244312,-0.0004276021307493272,0.0059762838039980615,1
2014-07-07,21.079042434692383,21.083434537249293,20.668311302600966,20.67709718345022,225872000,0.020631620282361984,0.04337878893733205,0.007773033588084363,0.005883646924703889,0.011881464500768102,1
2014-07-08,20.94286346435547,21.261345356102726,20.62877535083115,21.144933693490376,260888000,-0.006460396422599657,0.026040943923594462,0.010094013148354722,0.020631620282361984,0.010328247114337108,0
2014-07-09,20.951650619506836,21.074649605464543,20.813276760304415,20.962633389996846,145744000,0.00041957754088040033,0.019995808477702104,0.010271337047487412,-0.006460396422599657,0.006348691953598218,0
2014-07-10,20.874780654907227,20.98679856973035,20.540923800146192,20.593639098731106,158744000,-0.0036689216518358547,0.016688261838266216,0.010714122276143179,0.00041957754088040033,-0.0004276021307493272,0
2014-07-11,20.914310455322266,21.06147018573795,20.835239205243756,20.94506019971553,136072000,0.0018936630314123626,0.012655419867293238,0.01062750959937276,-0.0036689216518358547,0.005883646924703889,0
2014-07-14,21.184471130371094,21.281114150715258,21.008758528341897,21.054883149214643,171240000,0.012917503334664238,0.00500158847373422,0.0074265856271558996,0.0018936630314123626,0.020631620282361984,0
2014-07-15,20.936275482177734,21.272327475812965,20.87257910075723,21.26134638119697,181911600,-0.011715923738003231,-0.0003145693132625693,0.008963021296680904,0.012917503334664238,-0.006460396422599657,0
2014-07-16,20.817672729492188,21.32724220618986,20.808886846615493,21.298689343642458,213585200,-0.005664940394317419,-0.006394622192196664,0.009293535151142113,-0.011715923738003231,0.00041957754088040033,1
2014-07-17,20.446474075317383,20.927490617423192,20.332260966498282,20.872580114469947,229192000,-0.017830939077495,-0.020517896052199114,0.01198444264914715,-0.005664940394317419,-0.0036689216518358547,1
2014-07-18,20.740800857543945,20.808889363403722,20.431104732692663,20.56289131604658,199952000,0.014394989627178223,-0.00829621412329018,0.014567897972769589,-0.017830939077495,0.0018936630314123626,1
2014-07-21,20.6331729888916,20.865993006199027,20.58485147381216,20.863796116676582,156316000,-0.0051891857692272225,-0.026023691509066027,0.012105554323816567,0.014394989627178223,0.012917503334664238,1
2014-07-22,20.80449104309082,20.84182978187445,20.672706174849157,20.79570516177664,220788000,0.008303039687180158,-0.006294550298552304,0.012707762013628122,-0.0051891857692272225,-0.011715923738003231,1
2014-07-23,21.34701156616211,21.49856344251365,20.903333682792187,20.95824419578202,371672000,0.02607708700720468,0.025427378148759727,0.017090763451012382,0.008303039687180158,-0.005664940394317419,1
2014-07-24,21.31186294555664,21.37555932650644,21.177881191789037,21.314059834757796,182916000,-0.0016465358861370571,0.04232460164287888,0.01258994465410025,0.02607708700720468,-0.017830939077495,0
2014-07-25,21.452436447143555,21.48977518968271,21.226205426689546,21.272330051426565,173876000,0.006596021283827858,0.034310902191646564,0.012134531501830217,-0.0016465358861370571,0.014394989627178223,0
2014-07-28,21.74894905090332,21.797270556684182,21.426076734135133,21.48537933394367,221272000,0.013821861423076065,0.054076804503719655,0.010261597559123058,0.006596021283827858,-0.0051891857692272225,0
2014-07-29,21.60838508605957,21.841206807290874,21.579832221753733,21.817046046825965,172572000,-0.006463023317345606,0.038640409001292175,0.01288758724090535,0.013821861423076065,0.008303039687180158,0
2014-07-30,21.557857513427734,21.678659579286276,21.452428641151933,21.621553879382997,132040000,-0.0023383317369900514,0.00987707092452439,0.008133583910982761,-0.006463023317345606,0.02607708700720468,0
2014-07-31,20.997774124145508,21.404111474664653,20.93847152356105,21.340416771558733,227372000,-0.025980475514942425,-0.014737745931151403,0.015128700572356808,-0.0023383317369900514,-0.0016465358861370571,0
2014-08-01,21.114185333251953,21.22181112221045,20.82425795373813,20.844026605566725,194044000,0.005543978538781635,-0.01576749171242231,0.014970575904510688,-0.025980475514942425,0.006596021283827858,0
2014-08-04,20.995580673217773,21.213027487685487,20.903331423541847,21.166902862847525,159832000,-0.005617297478553107,-0.034639300313881405,0.011635473918546252,0.005543978538781635,0.013821861423076065,1
2014-08-05,20.89234733581543,21.01534631777004,20.725418949065993,20.94506094583377,223732000,-0.004916907944062188,-0.0331370321008434,0.011672834542374678,-0.005617297478553107,-0.006463023317345606,1
2014-08-06,20.857196807861328,20.971411546237626,20.802286327109037,20.81107220511759,154232000,-0.0016824594857201003,-0.03250140720755701,0.01173707474654567,-0.004916907944062188,-0.0023383317369900514,1
2014-08-07,20.85500144958496,21.179479830071507,20.771121241071796,20.95433132547886,186844000,-0.00010525663139637764,-0.00679941948686702,0.004475470906679191,-0.0016824594857201003,-0.025980475514942425,1
2014-08-08,20.912397384643555,20.93005655838473,20.59012504218888,20.80644571033951,167460000,0.0027521424631564706,-0.009556984814877545,0.0034579588413939794,-0.00010525663139637764,0.005543978538781635,1
2014-08-11,21.18830680847168,21.2081737916497,20.934461765208795,21.029377679330715,146340000,0.013193581718695224,0.009179366755964535,0.0069206761415930304,0.0027521424631564706,-0.005617297478553107,1
2014-08-12,21.18389320373535,21.384760751173662,21.10442863787139,21.1993445535383,135180000,-0.00020830379587311043,0.013954672648014421,0.006033472802179769,0.013193581718695224,-0.004916907944062188,1
2014-08-13,21.464223861694336,21.464223861694336,21.199343116154775,21.223624047637486,127664000,0.013233198225789389,0.029103961545024593,0.00689519881813939,-0.00020830379587311043,-0.0016824594857201003,1
